,Story,Question,Answer
1156,John went to the office . Sandra picked up the apple there . Daniel went to the bedroom . Mary moved to the garden .,Is Mary in the garden ?,yes
1157,John went to the office . Sandra picked up the apple there . Daniel went to the bedroom . Mary moved to the garden . Daniel went back to the kitchen . John went to the hallway .,Is John in the office ?,no
1158,John went to the office . Sandra picked up the apple there . Daniel went to the bedroom . Mary moved to the garden . Daniel went back to the kitchen . John went to the hallway . Sandra dropped the apple there . Sandra picked up the apple there .,Is Mary in the garden ?,yes
1159,John went to the office . Sandra picked up the apple there . Daniel went to the bedroom . Mary moved to the garden . Daniel went back to the kitchen . John went to the hallway . Sandra dropped the apple there . Sandra picked up the apple there . John travelled to the office . John went to the bathroom .,Is John in the bathroom ?,yes
1160,Mary moved to the bedroom . Daniel moved to the hallway .,Is Mary in the bedroom ?,yes
1161,Mary moved to the bedroom . Daniel moved to the hallway . Sandra went to the bedroom . John went to the garden .,Is Mary in the hallway ?,no
1162,Mary moved to the bedroom . Daniel moved to the hallway . Sandra went to the bedroom . John went to the garden . John went back to the bathroom . Mary went back to the office .,Is John in the office ?,no
1163,Mary moved to the bedroom . Daniel moved to the hallway . Sandra went to the bedroom . John went to the garden . John went back to the bathroom . Mary went back to the office . John journeyed to the garden . John travelled to the bathroom .,Is John in the bathroom ?,yes
1164,Mary moved to the bedroom . Daniel moved to the hallway . Sandra went to the bedroom . John went to the garden . John went back to the bathroom . Mary went back to the office . John journeyed to the garden . John travelled to the bathroom . Sandra moved to the bathroom . John went back to the kitchen .,Is John in the kitchen ?,yes
1165,John went to the bedroom . Daniel got the milk there .,Is John in the garden ?,no
1166,John went to the bedroom . Daniel got the milk there . Daniel moved to the bedroom . Mary went to the bathroom .,Is Daniel in the bedroom ?,yes
1167,John went to the bedroom . Daniel got the milk there . Daniel moved to the bedroom . Mary went to the bathroom . Sandra went back to the garden . Sandra went back to the bedroom .,Is Mary in the hallway ?,no
1168,John went to the bedroom . Daniel got the milk there . Daniel moved to the bedroom . Mary went to the bathroom . Sandra went back to the garden . Sandra went back to the bedroom . Daniel journeyed to the kitchen . Mary went to the bedroom .,Is Mary in the bedroom ?,yes
1169,John went to the bedroom . Daniel got the milk there . Daniel moved to the bedroom . Mary went to the bathroom . Sandra went back to the garden . Sandra went back to the bedroom . Daniel journeyed to the kitchen . Mary went to the bedroom . Mary travelled to the hallway . Sandra went to the hallway .,Is Mary in the bedroom ?,no
1170,Daniel journeyed to the office . Mary went back to the garden .,Is Daniel in the office ?,yes
1171,Daniel journeyed to the office . Mary went back to the garden . John moved to the office . John travelled to the bathroom .,Is Mary in the garden ?,yes
1172,Daniel journeyed to the office . Mary went back to the garden . John moved to the office . John travelled to the bathroom . Mary went to the office . Daniel journeyed to the bedroom .,Is Mary in the office ?,yes
1173,Daniel journeyed to the office . Mary went back to the garden . John moved to the office . John travelled to the bathroom . Mary went to the office . Daniel journeyed to the bedroom . Mary moved to the garden . Mary went to the kitchen .,Is John in the hallway ?,no
1174,Daniel journeyed to the office . Mary went back to the garden . John moved to the office . John travelled to the bathroom . Mary went to the office . Daniel journeyed to the bedroom . Mary moved to the garden . Mary went to the kitchen . Mary went back to the office . Sandra went to the kitchen .,Is Sandra in the bathroom ?,no
1175,John journeyed to the garden . John got the apple there .,Is John in the hallway ?,no
1176,John journeyed to the garden . John got the apple there . Mary moved to the office . Sandra journeyed to the hallway .,Is Mary in the bathroom ?,no
1177,John journeyed to the garden . John got the apple there . Mary moved to the office . Sandra journeyed to the hallway . Daniel grabbed the football there . John journeyed to the bathroom .,Is Sandra in the garden ?,no
1178,John journeyed to the garden . John got the apple there . Mary moved to the office . Sandra journeyed to the hallway . Daniel grabbed the football there . John journeyed to the bathroom . Daniel went to the office . John put down the apple there .,Is Daniel in the office ?,yes
1179,John journeyed to the garden . John got the apple there . Mary moved to the office . Sandra journeyed to the hallway . Daniel grabbed the football there . John journeyed to the bathroom . Daniel went to the office . John put down the apple there . Mary went to the kitchen . Mary went to the bathroom .,Is Daniel in the bathroom ?,no
1180,Mary grabbed the apple there . Sandra journeyed to the bathroom .,Is Sandra in the office ?,no
1181,Mary grabbed the apple there . Sandra journeyed to the bathroom . John grabbed the football there . Daniel took the milk there .,Is Sandra in the bathroom ?,yes
1182,Mary grabbed the apple there . Sandra journeyed to the bathroom . John grabbed the football there . Daniel took the milk there . Mary travelled to the office . Mary went back to the bathroom .,Is Sandra in the kitchen ?,no
1183,Mary grabbed the apple there . Sandra journeyed to the bathroom . John grabbed the football there . Daniel took the milk there . Mary travelled to the office . Mary went back to the bathroom . John went back to the bedroom . John put down the football .,Is Mary in the kitchen ?,no
1184,Mary grabbed the apple there . Sandra journeyed to the bathroom . John grabbed the football there . Daniel took the milk there . Mary travelled to the office . Mary went back to the bathroom . John went back to the bedroom . John put down the football . John journeyed to the bathroom . Daniel left the milk there .,Is John in the bathroom ?,yes
1185,John got the apple there . Sandra moved to the bedroom .,Is Sandra in the office ?,no
1186,John got the apple there . Sandra moved to the bedroom . John went to the office . Sandra grabbed the football there .,Is Sandra in the hallway ?,no
1187,John got the apple there . Sandra moved to the bedroom . John went to the office . Sandra grabbed the football there . John went back to the garden . Sandra went back to the office .,Is John in the garden ?,yes
1188,John got the apple there . Sandra moved to the bedroom . John went to the office . Sandra grabbed the football there . John went back to the garden . Sandra went back to the office . John moved to the hallway . Mary moved to the bedroom .,Is John in the hallway ?,yes
1189,John got the apple there . Sandra moved to the bedroom . John went to the office . Sandra grabbed the football there . John went back to the garden . Sandra went back to the office . John moved to the hallway . Mary moved to the bedroom . Daniel went back to the hallway . Sandra dropped the football there .,Is Mary in the office ?,no
1190,John moved to the office . Sandra travelled to the kitchen .,Is John in the office ?,yes
1191,John moved to the office . Sandra travelled to the kitchen . Mary went back to the bedroom . Sandra grabbed the milk there .,Is Mary in the bedroom ?,yes
1192,John moved to the office . Sandra travelled to the kitchen . Mary went back to the bedroom . Sandra grabbed the milk there . Mary travelled to the kitchen . Sandra discarded the milk .,Is Mary in the bedroom ?,no
1193,John moved to the office . Sandra travelled to the kitchen . Mary went back to the bedroom . Sandra grabbed the milk there . Mary travelled to the kitchen . Sandra discarded the milk . Mary journeyed to the garden . Daniel moved to the garden .,Is Mary in the bathroom ?,no
1194,John moved to the office . Sandra travelled to the kitchen . Mary went back to the bedroom . Sandra grabbed the milk there . Mary travelled to the kitchen . Sandra discarded the milk . Mary journeyed to the garden . Daniel moved to the garden . John journeyed to the bedroom . John went to the bathroom .,Is John in the bathroom ?,yes
